-1.617000 -1.607115 -1.597230 -1.587345 -1.577460 -1.567575 -1.557690 -1.547804 -1.537919 -1.528034 -1.518149 
-1.617000 -1.607115 -1.597230 -1.587345 -1.577460 -1.567575 -1.557690 -1.547804 -1.537919 -1.528034 -1.518149 
-1.617000 -1.607115 -1.597230 -1.587345 -1.577460 -1.567575 -1.557690 -1.547804 -1.537919 -1.528034 -1.518149 
-1.617000 -1.607115 -1.597230 -1.587345 -1.577460 -1.567575 -1.557690 -1.547804 -1.537919 -1.528034 -1.518149 
-1.617000 -1.607115 -1.597230 -1.587345 -1.577460 -1.567575 -1.557690 -1.547804 -1.537919 -1.528034 -1.518149 
-1.617000 -1.607115 -1.597230 -1.587345 -1.577460 -1.567575 -1.557690 -1.547804 -1.537919 -1.528034 -1.518149 
-1.617000 -1.607115 -1.597230 -1.587345 -1.577460 -1.567575 -1.557690 -1.547804 -1.537919 -1.528034 -1.518149 
-1.617000 -1.607115 -1.597230 -1.587345 -1.577460 -1.567575 -1.557690 -1.547804 -1.537919 -1.528034 -1.518149 
-1.617000 -1.607115 -1.597230 -1.587345 -1.577460 -1.567575 -1.557690 -1.547804 -1.537919 -1.528034 -1.518149 
-1.617000 -1.607115 -1.597230 -1.587345 -1.577460 -1.567575 -1.557690 -1.547804 -1.537919 -1.528034 -1.518149 
-1.617000 -1.607115 -1.597230 -1.587345 -1.577460 -1.567575 -1.557690 -1.547804 -1.537919 -1.528034 -1.518149 
43.460000 43.460000 43.460000 43.460000 43.460000 43.460000 43.460000 43.460000 43.460000 43.460000 43.460000 
43.467201 43.467201 43.467201 43.467201 43.467201 43.467201 43.467201 43.467201 43.467201 43.467201 43.467201 
43.474401 43.474401 43.474401 43.474401 43.474401 43.474401 43.474401 43.474401 43.474401 43.474401 43.474401 
43.481602 43.481602 43.481602 43.481602 43.481602 43.481602 43.481602 43.481602 43.481602 43.481602 43.481602 
43.488802 43.488802 43.488802 43.488802 43.488802 43.488802 43.488802 43.488802 43.488802 43.488802 43.488802 
43.496003 43.496003 43.496003 43.496003 43.496003 43.496003 43.496003 43.496003 43.496003 43.496003 43.496003 
43.503204 43.503204 43.503204 43.503204 43.503204 43.503204 43.503204 43.503204 43.503204 43.503204 43.503204 
43.510404 43.510404 43.510404 43.510404 43.510404 43.510404 43.510404 43.510404 43.510404 43.510404 43.510404 
43.517605 43.517605 43.517605 43.517605 43.517605 43.517605 43.517605 43.517605 43.517605 43.517605 43.517605 
43.524805 43.524805 43.524805 43.524805 43.524805 43.524805 43.524805 43.524805 43.524805 43.524805 43.524805 
43.532006 43.532006 43.532006 43.532006 43.532006 43.532006 43.532006 43.532006 43.532006 43.532006 43.532006 
