5.911750316619873047e+00,5.909398555755615234e+00,5.905086517333984375e+00,5.902640819549560547e+00,5.902084350585937500e+00,5.904035091400146484e+00,5.907246589660644531e+00,5.909699916839599609e+00,5.912877559661865234e+00,5.913508892059326172e+00,5.914068698883056641e+00,5.914808273315429688e+00,5.917179584503173828e+00,5.921866416931152344e+00,5.929168701171875000e+00,5.940855026245117188e+00,5.954415798187255859e+00,5.970458984375000000e+00,5.987407207489013672e+00,6.009997844696044922e+00,6.037902355194091797e+00,6.066438674926757812e+00,6.096555709838867188e+00,6.125186920166015625e+00,6.158154487609863281e+00,6.204016685485839844e+00,6.257738113403320312e+00,6.310621261596679688e+00,6.365803241729736328e+00,6.426270484924316406e+00,6.490416049957275391e+00,6.563596725463867188e+00,6.646866321563720703e+00,6.738318443298339844e+00,6.839229583740234375e+00,6.940226554870605469e+00,7.050823211669921875e+00,7.182642936706542969e+00,7.321565628051757812e+00,7.459979534149169922e+00,7.601501941680908203e+00,7.766520977020263672e+00,7.944663524627685547e+00,8.123602867126464844e+00,8.240931510925292969e+00,8.327317237854003906e+00,8.490269660949707031e+00,8.580217361450195312e+00,8.835148811340332031e+00,9.077379226684570312e+00,9.403137207031250000e+00,9.588742256164550781e+00,9.635897636413574219e+00,9.461679458618164062e+00,9.357639312744140625e+00,9.607762336730957031e+00,1.025738334655761719e+01,1.089206695556640625e+01,1.138203334808349609e+01,1.172145271301269531e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.911430835723876953e+00,5.912371635437011719e+00,5.911080360412597656e+00,5.910811901092529297e+00,5.912039279937744141e+00,5.915341854095458984e+00,5.917575836181640625e+00,5.917448520660400391e+00,5.916750907897949219e+00,5.916101455688476562e+00,5.917309284210205078e+00,5.918657779693603516e+00,5.921038627624511719e+00,5.926306247711181641e+00,5.934260368347167969e+00,5.945642471313476562e+00,5.957667350769042969e+00,5.972455501556396484e+00,5.993179798126220703e+00,6.019103527069091797e+00,6.046750545501708984e+00,6.070422649383544922e+00,6.095188140869140625e+00,6.125256061553955078e+00,6.164641857147216797e+00,6.213576316833496094e+00,6.262089729309082031e+00,6.308406829833984375e+00,6.356391906738281250e+00,6.416348934173583984e+00,6.483294486999511719e+00,6.560743808746337891e+00,6.642229080200195312e+00,6.725469112396240234e+00,6.819270610809326172e+00,6.923349857330322266e+00,7.042994976043701172e+00,7.165303230285644531e+00,7.293376445770263672e+00,7.412922859191894531e+00,7.555487632751464844e+00,7.740798950195312500e+00,7.924285888671875000e+00,8.098419189453125000e+00,8.223034858703613281e+00,8.290859222412109375e+00,8.342641830444335938e+00,8.491414070129394531e+00,8.744166374206542969e+00,8.965032577514648438e+00,9.305915832519531250e+00,9.552769660949707031e+00,9.671474456787109375e+00,9.529952049255371094e+00,9.424862861633300781e+00,9.649514198303222656e+00,1.018291950225830078e+01,1.072119808197021484e+01,1.117201709747314453e+01,1.157863998413085938e+01,1.187016582489013672e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.904016017913818359e+00,5.905013084411621094e+00,5.905774593353271484e+00,5.907988071441650391e+00,5.910964012145996094e+00,5.914006710052490234e+00,5.914532661437988281e+00,5.913421154022216797e+00,5.913050174713134766e+00,5.914781570434570312e+00,5.917565822601318359e+00,5.919980525970458984e+00,5.922082901000976562e+00,5.927091121673583984e+00,5.934023857116699219e+00,5.944543838500976562e+00,5.957045078277587891e+00,5.976331233978271484e+00,6.001737594604492188e+00,6.026887416839599609e+00,6.051569461822509766e+00,6.071537494659423828e+00,6.098268032073974609e+00,6.132245540618896484e+00,6.170995712280273438e+00,6.217289924621582031e+00,6.259714603424072266e+00,6.300383567810058594e+00,6.351027965545654297e+00,6.411033153533935547e+00,6.479729652404785156e+00,6.552818775177001953e+00,6.627375602722167969e+00,6.711640357971191406e+00,6.810043334960937500e+00,6.912858486175537109e+00,7.024529457092285156e+00,7.136547565460205078e+00,7.259945392608642578e+00,7.381035804748535156e+00,7.537458896636962891e+00,7.709180355072021484e+00,7.886996746063232422e+00,8.051969528198242188e+00,8.147359848022460938e+00,8.196534156799316406e+00,8.272906303405761719e+00,8.439971923828125000e+00,8.714117050170898438e+00,8.930891036987304688e+00,9.247198104858398438e+00,9.448264122009277344e+00,9.628081321716308594e+00,9.532270431518554688e+00,9.447924613952636719e+00,9.660375595092773438e+00,1.006105327606201172e+01,1.057159996032714844e+01,1.106702709197998047e+01,1.142596149444580078e+01,1.178908252716064453e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.895814895629882812e+00,5.897558212280273438e+00,5.901104927062988281e+00,5.904733657836914062e+00,5.907524585723876953e+00,5.908126831054687500e+00,5.907598972320556641e+00,5.908356189727783203e+00,5.910127162933349609e+00,5.912871837615966797e+00,5.914992809295654297e+00,5.916841506958007812e+00,5.918518066406250000e+00,5.923501491546630859e+00,5.932156562805175781e+00,5.942933082580566406e+00,5.960146427154541016e+00,5.983798980712890625e+00,6.012110233306884766e+00,6.035831928253173828e+00,6.053543090820312500e+00,6.075394153594970703e+00,6.105769634246826172e+00,6.143785476684570312e+00,6.180799484252929688e+00,6.218686580657958984e+00,6.256225109100341797e+00,6.297025203704833984e+00,6.353924751281738281e+00,6.413203239440917969e+00,6.477856636047363281e+00,6.544250488281250000e+00,6.622478961944580078e+00,6.713224411010742188e+00,6.814896106719970703e+00,6.914934635162353516e+00,7.008277416229248047e+00,7.118526458740234375e+00,7.243216514587402344e+00,7.375576972961425781e+00,7.522676467895507812e+00,7.668349266052246094e+00,7.839325904846191406e+00,7.987540245056152344e+00,8.057515144348144531e+00,8.131884574890136719e+00,8.261333465576171875e+00,8.424855232238769531e+00,8.673163414001464844e+00,8.888916015625000000e+00,9.081148147583007812e+00,9.231683731079101562e+00,9.561657905578613281e+00,9.563392639160156250e+00,9.495165824890136719e+00,9.635086059570312500e+00,1.000124931335449219e+01,1.046100234985351562e+01,1.097730541229248047e+01,1.131219100952148438e+01,1.160829257965087891e+01,1.188038444519042969e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.890484333038330078e+00,5.893285274505615234e+00,5.897366046905517578e+00,5.900102615356445312e+00,5.901137351989746094e+00,5.900401115417480469e+00,5.900060653686523438e+00,5.901923179626464844e+00,5.903521060943603516e+00,5.905245304107666016e+00,5.906106472015380859e+00,5.907120227813720703e+00,5.909397602081298828e+00,5.916491985321044922e+00,5.930257320404052734e+00,5.944843769073486328e+00,5.964551448822021484e+00,5.989153385162353516e+00,6.014981269836425781e+00,6.035754203796386719e+00,6.054128170013427734e+00,6.080804347991943359e+00,6.114158153533935547e+00,6.149801254272460938e+00,6.181128978729248047e+00,6.212224006652832031e+00,6.248951911926269531e+00,6.294245243072509766e+00,6.350980281829833984e+00,6.408575057983398438e+00,6.472006797790527344e+00,6.543485641479492188e+00,6.630508422851562500e+00,6.718754291534423828e+00,6.815297126770019531e+00,6.905765056610107422e+00,6.995930194854736328e+00,7.106024742126464844e+00,7.231043338775634766e+00,7.358317852020263672e+00,7.487572193145751953e+00,7.622454643249511719e+00,7.779652118682861328e+00,7.876873016357421875e+00,7.953556537628173828e+00,8.115366935729980469e+00,8.255106925964355469e+00,8.406889915466308594e+00,8.604892730712890625e+00,8.781024932861328125e+00,8.940630912780761719e+00,9.108075141906738281e+00,9.506457328796386719e+00,9.601993560791015625e+00,9.511929512023925781e+00,9.598912239074707031e+00,9.979331016540527344e+00,1.042687892913818359e+01,1.088613128662109375e+01,1.119955253601074219e+01,1.144040584564208984e+01,1.171028232574462891e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.885724067687988281e+00,5.888936996459960938e+00,5.891188144683837891e+00,5.892091751098632812e+00,5.891811847686767578e+00,5.891309261322021484e+00,5.891463279724121094e+00,5.892672061920166016e+00,5.893390178680419922e+00,5.894783496856689453e+00,5.895730018615722656e+00,5.898707866668701172e+00,5.904469966888427734e+00,5.915767192840576172e+00,5.933197975158691406e+00,5.953211307525634766e+00,5.972360610961914062e+00,5.994352340698242188e+00,6.015053272247314453e+00,6.035354137420654297e+00,6.059664249420166016e+00,6.087704658508300781e+00,6.118490219116210938e+00,6.143710136413574219e+00,6.170669078826904297e+00,6.202058792114257812e+00,6.241722106933593750e+00,6.288892269134521484e+00,6.342794418334960938e+00,6.402306556701660156e+00,6.471009731292724609e+00,6.554383277893066406e+00,6.641802787780761719e+00,6.719024658203125000e+00,6.805807590484619141e+00,6.889929771423339844e+00,6.991569519042968750e+00,7.098770618438720703e+00,7.215010643005371094e+00,7.329372406005859375e+00,7.450594425201416016e+00,7.578340053558349609e+00,7.692992687225341797e+00,7.770432949066162109e+00,7.948972702026367188e+00,8.137342453002929688e+00,8.250880241394042969e+00,8.365036010742187500e+00,8.520946502685546875e+00,8.651493072509765625e+00,8.823735237121582031e+00,9.044158935546875000e+00,9.408858299255371094e+00,9.529118537902832031e+00,9.466835021972656250e+00,9.566219329833984375e+00,9.954415321350097656e+00,1.034827995300292969e+01,1.075423431396484375e+01,1.101109981536865234e+01,1.120553302764892578e+01,1.142799282073974609e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.880298137664794922e+00,5.882611274719238281e+00,5.882451534271240234e+00,5.881194114685058594e+00,5.880356311798095703e+00,5.880341529846191406e+00,5.881299495697021484e+00,5.882563114166259766e+00,5.884282112121582031e+00,5.887484073638916016e+00,5.891293525695800781e+00,5.898637771606445312e+00,5.909366607666015625e+00,5.924759387969970703e+00,5.942554950714111328e+00,5.962414264678955078e+00,5.979931831359863281e+00,5.997028827667236328e+00,6.016161441802978516e+00,6.037626743316650391e+00,6.061339855194091797e+00,6.085631847381591797e+00,6.110258102416992188e+00,6.130835533142089844e+00,6.158906936645507812e+00,6.194763660430908203e+00,6.237431049346923828e+00,6.284678936004638672e+00,6.340982437133789062e+00,6.407183170318603516e+00,6.483200550079345703e+00,6.569060325622558594e+00,6.647564888000488281e+00,6.717453956604003906e+00,6.796791076660156250e+00,6.884351730346679688e+00,6.986129283905029297e+00,7.087031841278076172e+00,7.193207740783691406e+00,7.303061962127685547e+00,7.417429447174072266e+00,7.539125442504882812e+00,7.639459609985351562e+00,7.767806053161621094e+00,7.995880126953125000e+00,8.146400451660156250e+00,8.232954025268554688e+00,8.315553665161132812e+00,8.430708885192871094e+00,8.511543273925781250e+00,8.651442527770996094e+00,8.931465148925781250e+00,9.284212112426757812e+00,9.364398956298828125e+00,9.382327079772949219e+00,9.516700744628906250e+00,9.854433059692382812e+00,1.020102119445800781e+01,1.054618453979492188e+01,1.075337600708007812e+01,1.092337226867675781e+01,1.112249755859375000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.874450683593750000e+00,5.874799251556396484e+00,5.872859477996826172e+00,5.871325016021728516e+00,5.871381759643554688e+00,5.872560977935791016e+00,5.874618053436279297e+00,5.877034187316894531e+00,5.880586624145507812e+00,5.886223316192626953e+00,5.894126415252685547e+00,5.905261039733886719e+00,5.919500350952148438e+00,5.935348033905029297e+00,5.950274467468261719e+00,5.964690685272216797e+00,5.979606151580810547e+00,5.995219707489013672e+00,6.014777660369873047e+00,6.034935474395751953e+00,6.054746150970458984e+00,6.074840545654296875e+00,6.096687316894531250e+00,6.122079849243164062e+00,6.154782295227050781e+00,6.194008827209472656e+00,6.237213134765625000e+00,6.286359786987304688e+00,6.349661827087402344e+00,6.423303604125976562e+00,6.502077579498291016e+00,6.576278209686279297e+00,6.647176265716552734e+00,6.713989257812500000e+00,6.787693500518798828e+00,6.872117996215820312e+00,6.966969490051269531e+00,7.063724040985107422e+00,7.169357299804687500e+00,7.276143550872802734e+00,7.387352943420410156e+00,7.506274700164794922e+00,7.642116546630859375e+00,7.788491249084472656e+00,7.971825599670410156e+00,8.097864151000976562e+00,8.170063018798828125e+00,8.240598678588867188e+00,8.319129943847656250e+00,8.307926177978515625e+00,8.480633735656738281e+00,8.802341461181640625e+00,9.092546463012695312e+00,9.150096893310546875e+00,9.313434600830078125e+00,9.450504302978515625e+00,9.738963127136230469e+00,9.998899459838867188e+00,1.029350280761718750e+01,1.051413726806640625e+01,1.067283058166503906e+01,1.086757564544677734e+01,1.115720748901367188e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.872816562652587891e+00,5.871695995330810547e+00,5.869452953338623047e+00,5.869476318359375000e+00,5.870509624481201172e+00,5.872428417205810547e+00,5.874673843383789062e+00,5.877826690673828125e+00,5.882477283477783203e+00,5.888701915740966797e+00,5.898317813873291016e+00,5.911329269409179688e+00,5.926521778106689453e+00,5.939649105072021484e+00,5.951037406921386719e+00,5.960271835327148438e+00,5.972430229187011719e+00,5.990486145019531250e+00,6.010653495788574219e+00,6.029898643493652344e+00,6.045489788055419922e+00,6.063864231109619141e+00,6.087841033935546875e+00,6.119745731353759766e+00,6.157253265380859375e+00,6.197975158691406250e+00,6.240842819213867188e+00,6.294278144836425781e+00,6.364748477935791016e+00,6.440760135650634766e+00,6.512022972106933594e+00,6.573028564453125000e+00,6.636045932769775391e+00,6.702094078063964844e+00,6.770666122436523438e+00,6.849097728729248047e+00,6.940818309783935547e+00,7.038108348846435547e+00,7.140122890472412109e+00,7.240816593170166016e+00,7.346514225006103516e+00,7.460444450378417969e+00,7.589052677154541016e+00,7.742650508880615234e+00,7.890786170959472656e+00,8.002053260803222656e+00,8.070632934570312500e+00,8.131464958190917969e+00,8.169173240661621094e+00,8.142786026000976562e+00,8.359524726867675781e+00,8.683627128601074219e+00,8.897173881530761719e+00,9.035388946533203125e+00,9.253934860229492188e+00,9.383675575256347656e+00,9.598940849304199219e+00,9.791090011596679688e+00,1.005961704254150391e+01,1.029412269592285156e+01,1.045644092559814453e+01,1.058856773376464844e+01,1.086924552917480469e+01,1.133480834960937500e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.871428489685058594e+00,5.869726657867431641e+00,5.868984699249267578e+00,5.870549678802490234e+00,5.871470928192138672e+00,5.873004913330078125e+00,5.875184535980224609e+00,5.878903865814208984e+00,5.883421421051025391e+00,5.890180110931396484e+00,5.901224613189697266e+00,5.915070056915283203e+00,5.929466247558593750e+00,5.939424037933349609e+00,5.946991443634033203e+00,5.953541278839111328e+00,5.966056346893310547e+00,5.985778331756591797e+00,6.004297733306884766e+00,6.022680759429931641e+00,6.038200378417968750e+00,6.059113025665283203e+00,6.088074207305908203e+00,6.124413013458251953e+00,6.163290023803710938e+00,6.204240322113037109e+00,6.250742912292480469e+00,6.310533523559570312e+00,6.381227493286132812e+00,6.451393604278564453e+00,6.508280754089355469e+00,6.566379547119140625e+00,6.621931552886962891e+00,6.681675434112548828e+00,6.748756885528564453e+00,6.829045772552490234e+00,6.917717933654785156e+00,7.012238502502441406e+00,7.107480049133300781e+00,7.201085090637207031e+00,7.302085876464843750e+00,7.410881519317626953e+00,7.531614303588867188e+00,7.673527240753173828e+00,7.801709651947021484e+00,7.905164241790771484e+00,7.965321063995361328e+00,8.033398628234863281e+00,8.115682601928710938e+00,8.147142410278320312e+00,8.361940383911132812e+00,8.483202934265136719e+00,8.700016021728515625e+00,8.869129180908203125e+00,9.094276428222656250e+00,9.241253852844238281e+00,9.416558265686035156e+00,9.560165405273437500e+00,9.836659431457519531e+00,1.011565303802490234e+01,1.032164001464843750e+01,1.045018100738525391e+01,1.071044731140136719e+01,1.113821029663085938e+01,1.160361576080322266e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
