loss,val_loss,epoch
0.08163923770189285,0.06477545201778412,0
0.04884374141693115,0.04072806239128113,1
0.04376508668065071,0.03747512400150299,2
0.039055462926626205,0.03220059722661972,3
0.032638225704431534,0.03030485101044178,4
0.03091401234269142,0.033742502331733704,5
0.03459657356142998,0.031031595543026924,6
0.03113921359181404,0.029107850044965744,7
0.029699448496103287,0.026468375697731972,8
0.027136554941534996,0.025086840614676476,9
0.026421820744872093,0.02716919034719467,10
0.02927630953490734,0.023156099021434784,11
0.024014702066779137,0.02313741110265255,12
0.02507682703435421,0.03498964011669159,13
0.023069629445672035,0.023137129843235016,14
0.024516528472304344,0.03203309699892998,15
0.0263532567769289,0.030967719852924347,16
0.020947273820638657,0.029187897220253944,17
0.020104629918932915,0.023533601313829422,18
0.021807506680488586,0.022949684411287308,19
0.02073391154408455,0.01728675328195095,20
0.020284108817577362,0.02285004034638405,21
0.01775520108640194,0.016246521845459938,22
0.018539462238550186,0.020882094278931618,23
0.017587099224328995,0.018757488578557968,24
0.018599554896354675,0.01574714481830597,25
0.018711213022470474,0.016198813915252686,26
0.017185227945446968,0.014162487350404263,27
0.01614021323621273,0.016293415799736977,28
0.015509513206779957,0.014072018675506115,29
0.01915086805820465,0.017181793227791786,30
0.015215730294585228,0.022492974996566772,31
0.015325075946748257,0.012894729152321815,32
0.014361529611051083,0.017968354746699333,33
0.016766276210546494,0.012555176392197609,34
0.014564445242285728,0.015000943094491959,35
0.01359322015196085,0.016594992950558662,36
0.014922980219125748,0.015716219320893288,37
0.015361054800450802,0.02714485675096512,38
0.015342035330832005,0.012383830733597279,39
0.012948193587362766,0.014881841838359833,40
0.014335035346448421,0.011186564341187477,41
0.01385706290602684,0.011924240738153458,42
0.014399480074644089,0.011044458486139774,43
0.013133571483194828,0.01280613336712122,44
0.012679052539169788,0.017011210322380066,45
0.012989424169063568,0.01171292457729578,46
0.01570737548172474,0.01157405786216259,47
0.011756744235754013,0.010287752375006676,48
0.013599308207631111,0.01111383643001318,49
0.01268664002418518,0.010145598091185093,50
0.012856148183345795,0.017970122396945953,51
0.012178809382021427,0.01230396144092083,52
0.010998358950018883,0.015461909584701061,53
0.01427831593900919,0.010105213150382042,54
0.01186559908092022,0.012300947681069374,55
0.011497600004076958,0.012206298299133778,56
0.01354519184678793,0.014705552719533443,57
0.010657393373548985,0.010049346834421158,58
0.011563791893422604,0.011748949997127056,59
0.012791496701538563,0.009913183748722076,60
0.01179385744035244,0.012439600192010403,61
0.012684284709393978,0.016285445541143417,62
0.011242943815886974,0.010662423446774483,63
0.010120786726474762,0.00969113688915968,64
0.012264328077435493,0.011672550812363625,65
0.010928486473858356,0.009919307194650173,66
0.011464333161711693,0.014910941012203693,67
0.01268135104328394,0.00931065995246172,68
0.010496442206203938,0.010947637259960175,69
0.012357357889413834,0.008929797448217869,70
0.010702895000576973,0.009200680069625378,71
0.009265988133847713,0.01002085953950882,72
0.011977585963904858,0.00975500326603651,73
0.011145638301968575,0.008429591543972492,74
0.010875733569264412,0.011457672342658043,75
0.010871394537389278,0.015526114031672478,76
0.00960021186619997,0.00820340309292078,77
0.01168243307620287,0.009200393222272396,78
0.00990331545472145,0.012773151509463787,79
0.011112752370536327,0.014015451073646545,80
0.009362578392028809,0.008700995706021786,81
0.011682726442813873,0.013494578190147877,82
0.011878005228936672,0.008922791108489037,83
0.00891497265547514,0.008800139650702477,84
0.011060969904065132,0.00930467527359724,85
0.010126608423888683,0.010047097690403461,86
0.009140419773757458,0.010044684633612633,87
0.009799315594136715,0.010496506467461586,88
0.01078592799603939,0.008016422390937805,89
0.008721724152565002,0.009639562107622623,90
0.009459834545850754,0.008448174223303795,91
0.010166756808757782,0.008465530350804329,92
0.010701512917876244,0.008370059542357922,93
0.008943472988903522,0.009555017575621605,94
0.010397887788712978,0.014651299454271793,95
0.011928616091609001,0.00859121698886156,96
0.010187625885009766,0.010142835788428783,97
0.008349917829036713,0.007686945144087076,98
0.009411180391907692,0.018205204978585243,99
0.009376108646392822,0.00799389649182558,100
0.008698530495166779,0.009212242439389229,101
0.011238524690270424,0.009408013895154,102
0.008105105720460415,0.008523003198206425,103
0.009882792830467224,0.01059564109891653,104
0.008851541206240654,0.008109966292977333,105
0.00856064073741436,0.008179734461009502,106
0.009949074126780033,0.010876143351197243,107
0.009018311277031898,0.01126527413725853,108
0.00855475664138794,0.008296777494251728,109
0.009193828329443932,0.008304210379719734,110
0.00934660341590643,0.01845688186585903,111
0.010633405297994614,0.01405914407223463,112
0.009051995351910591,0.008425428532063961,113
0.008097424171864986,0.008468575775623322,114
0.009374873712658882,0.0079609714448452,115
0.010479643940925598,0.01482161320745945,116
0.00915103405714035,0.008268696255981922,117
0.008221615105867386,0.006958598271012306,118
0.007695455104112625,0.0072683668695390224,119
0.009052014909684658,0.007691794540733099,120
0.009980276226997375,0.007216650061309338,121
0.008271842263638973,0.012559236027300358,122
0.008217242546379566,0.00927189365029335,123
0.007769032847136259,0.007952410727739334,124
0.008670571260154247,0.009726920165121555,125
0.00802463199943304,0.009635641239583492,126
0.009308180771768093,0.007143300026655197,127
0.009008892811834812,0.007778569124639034,128
0.009900500997900963,0.008450975641608238,129
0.008679546415805817,0.006780441850423813,130
0.008849745616316795,0.012173649854958057,131
0.008495706133544445,0.00760800763964653,132
0.008651956915855408,0.007398281712085009,133
0.008583947084844112,0.006996524520218372,134
0.008263232186436653,0.006851620972156525,135
0.008446295745670795,0.00769997900351882,136
0.007935320027172565,0.013364212587475777,137
0.009959734976291656,0.00694667873904109,138
0.007260589394718409,0.009061785414814949,139
0.009146557189524174,0.007296996656805277,140
0.008204391226172447,0.008119375444948673,141
0.007276101503521204,0.007539784535765648,142
0.00816352665424347,0.007080127485096455,143
0.008191719651222229,0.008149840869009495,144
0.010508565232157707,0.007487518712878227,145
0.007368286605924368,0.006731028202921152,146
0.007610953878611326,0.006845506839454174,147
0.008225176483392715,0.007309554610401392,148
0.009014399722218513,0.009653333574533463,149
0.007528150919824839,0.012410487979650497,150
0.00777927041053772,0.006566235329955816,151
0.00929579883813858,0.007851376198232174,152
0.007878393866121769,0.008843530900776386,153
0.008679458871483803,0.0080322390422225,154
0.007602370344102383,0.0068660001270473,155
0.007752095814794302,0.012821901589632034,156
0.008155005052685738,0.0064857169054448605,157
0.007438885048031807,0.00857573188841343,158
0.008070466108620167,0.007339975796639919,159
0.0077559151686728,0.01197497546672821,160
0.008159128949046135,0.007277161814272404,161
0.00718465493991971,0.007390064187347889,162
0.00758488429710269,0.007449666038155556,163
0.007748754695057869,0.006888119969516993,164
0.008219173178076744,0.00634216982871294,165
0.007318433374166489,0.008377979509532452,166
0.008342932909727097,0.006638871040195227,167
0.007397158071398735,0.007747641298919916,168
0.007183721289038658,0.006324033718556166,169
0.007839971221983433,0.006210434250533581,170
0.007151337340474129,0.0071502611972391605,171
0.00849772710353136,0.006413629744201899,172
0.008503730408847332,0.006949725095182657,173
0.008561225607991219,0.010740770027041435,174
0.007547143381088972,0.006572923623025417,175
0.007605731021612883,0.006785712204873562,176
0.00725413067266345,0.007322264369577169,177
0.007911166176199913,0.008936002850532532,178
0.007120490539819002,0.007323144469410181,179
0.01004821714013815,0.007138327695429325,180
0.0070308842696249485,0.008551503531634808,181
0.009056523442268372,0.006462128832936287,182
0.006515566259622574,0.006536288186907768,183
0.007023142650723457,0.006902220658957958,184
0.006887498777359724,0.008016098290681839,185
0.008667870424687862,0.012062271125614643,186
0.00858251191675663,0.007864429615437984,187
0.00799703411757946,0.009781491942703724,188
0.007015364710241556,0.006603551562875509,189
0.00936741754412651,0.006631799507886171,190
0.006831935606896877,0.008052792400121689,191
0.007102598901838064,0.006381830666214228,192
0.00671069510281086,0.006096493452787399,193
0.00769567908719182,0.007456210441887379,194
0.007077127229422331,0.0061533511616289616,195
0.008395625278353691,0.007295503746718168,196
0.007636296097189188,0.006322843953967094,197
0.007246939931064844,0.011131206527352333,198
0.007180033717304468,0.006586740259081125,199
0.00871322862803936,0.007783388718962669,200
0.0067236414179205894,0.006087015848606825,201
0.007507923059165478,0.00853728037327528,202
0.008778695948421955,0.006644739303737879,203
0.006855271756649017,0.010244174860417843,204
0.008537796325981617,0.008103233762085438,205
0.007371740881353617,0.007452001329511404,206
0.008242057636380196,0.007126574870198965,207
0.007192094810307026,0.006281760521233082,208
0.0067128329537808895,0.006723475642502308,209
0.007733610924333334,0.009621723555028439,210
0.007631434593349695,0.0072177411057055,211
0.007260668091475964,0.006536636035889387,212
0.006797435227781534,0.006171007174998522,213
0.006903984118252993,0.008104579523205757,214
0.006908179260790348,0.008658351376652718,215
0.008020326495170593,0.012238466180860996,216
0.0069815549068152905,0.00612539192661643,217
0.006883695255964994,0.007115972228348255,218
0.007134002633392811,0.006142283324152231,219
0.008265354670584202,0.006854276638478041,220
0.006555294618010521,0.007230638526380062,221
0.00813923217356205,0.006600810680538416,222
0.006877478677779436,0.006315646693110466,223
0.008089219219982624,0.009619055315852165,224
0.008651926182210445,0.007816414348781109,225
0.006831117440015078,0.009847762063145638,226
0.007470268290489912,0.0057274228893220425,227
0.0078611234202981,0.005943620577454567,228
0.00815256405621767,0.006389080546796322,229
0.00648205541074276,0.00744525296613574,230
0.007859403267502785,0.005897636525332928,231
0.006988896988332272,0.007129110395908356,232
0.007469092030078173,0.013486544601619244,233
0.007394920103251934,0.012514915317296982,234
0.008487177081406116,0.0061743250116705894,235
0.006594641599804163,0.010006561875343323,236
0.0075891208834946156,0.006806399207562208,237
0.007382040843367577,0.0063973357900977135,238
0.007512099575251341,0.006177282426506281,239
0.007555315271019936,0.005887427367269993,240
0.006579660810530186,0.008725295774638653,241
0.006928065791726112,0.006028196308761835,242
0.0087588494643569,0.009208215400576591,243
0.0073555223643779755,0.008521521463990211,244
0.006424161605536938,0.005794751923531294,245
0.0070553673431277275,0.013445918448269367,246
0.00797729380428791,0.009328717365860939,247
0.006989168003201485,0.006121395621448755,248
0.008125429041683674,0.007903982885181904,249
0.007615723647177219,0.0067466069012880325,250
0.006442795041948557,0.008119956590235233,251
0.006655555684119463,0.007253998890519142,252
0.006535621825605631,0.008850078098475933,253
0.007708911783993244,0.009837517514824867,254
0.006745892111212015,0.01522708497941494,255
0.007724672555923462,0.006798794027417898,256
0.00634960038587451,0.007806084584444761,257
