3.449609985351562500e+02,3.423864440917968750e+02,3.353961791992187500e+02,3.333296813964843750e+02,nan,nan,nan,nan,nan,nan
3.445678710937500000e+02,3.434711914062500000e+02,3.404936523437500000e+02,3.382088623046875000e+02,nan,nan,nan,nan,nan,nan
3.465464477539062500e+02,3.459196166992187500e+02,3.437422485351562500e+02,3.416349182128906250e+02,nan,nan,nan,nan,nan,nan
3.464596862792968750e+02,3.459400634765625000e+02,3.452643127441406250e+02,3.447734069824218750e+02,3.423230590820312500e+02,nan,nan,nan,nan,nan
3.463495788574218750e+02,3.463852233886718750e+02,3.463282470703125000e+02,3.455557556152343750e+02,3.439088134765625000e+02,3.405113220214843750e+02,3.289606933593750000e+02,nan,nan,nan
3.459831542968750000e+02,3.461801147460937500e+02,3.462823181152343750e+02,3.460767517089843750e+02,3.448356933593750000e+02,3.412202453613281250e+02,3.330415344238281250e+02,nan,nan,nan
3.456774902343750000e+02,3.456858825683593750e+02,3.456874084472656250e+02,3.455926208496093750e+02,3.447958374023437500e+02,3.429044189453125000e+02,3.315154418945312500e+02,3.285910034179687500e+02,nan,nan
3.455867919921875000e+02,3.455451354980468750e+02,3.456073303222656250e+02,3.456964111328125000e+02,3.454142456054687500e+02,3.444079589843750000e+02,3.409661254882812500e+02,3.365878295898437500e+02,nan,nan
3.454719238281250000e+02,3.455010375976562500e+02,3.455338745117187500e+02,3.456152343750000000e+02,3.455210266113281250e+02,3.446582031250000000e+02,3.436255798339843750e+02,3.390488891601562500e+02,3.370285034179687500e+02,nan
3.453457031250000000e+02,3.453978881835937500e+02,3.454497680664062500e+02,3.454943847656250000e+02,3.455194091796875000e+02,3.454044189453125000e+02,3.458168029785156250e+02,3.456830749511718750e+02,3.435563049316406250e+02,nan
