3.198528747558593750e+02,3.170406188964843750e+02,3.124833984375000000e+02,3.136555175781250000e+02,nan,nan,nan,nan,nan,nan
3.181554870605468750e+02,3.172965087890625000e+02,3.153908996582031250e+02,3.161781311035156250e+02,nan,nan,nan,nan,nan,nan
3.235724182128906250e+02,3.236035461425781250e+02,3.210271301269531250e+02,3.206086120605468750e+02,nan,nan,nan,nan,nan,nan
3.235893554687500000e+02,3.237585449218750000e+02,3.224784545898437500e+02,3.231361694335937500e+02,3.213822021484375000e+02,nan,nan,nan,nan,nan
3.231521606445312500e+02,3.233835144042968750e+02,3.238722534179687500e+02,3.235375671386718750e+02,3.218781127929687500e+02,3.188703308105468750e+02,3.132995300292968750e+02,nan,nan,nan
3.239444885253906250e+02,3.242249755859375000e+02,3.236712951660156250e+02,3.231572570800781250e+02,3.220041809082031250e+02,3.176271362304687500e+02,3.125545654296875000e+02,nan,nan,nan
3.227702941894531250e+02,3.226067810058593750e+02,3.224813537597656250e+02,3.223515319824218750e+02,3.205970458984375000e+02,3.180623168945312500e+02,3.096560974121093750e+02,3.097361755371093750e+02,nan,nan
3.229065856933593750e+02,3.225567626953125000e+02,3.221058654785156250e+02,3.219108581542968750e+02,3.212655334472656250e+02,3.193466186523437500e+02,3.154325561523437500e+02,3.138564758300781250e+02,nan,nan
3.229497070312500000e+02,3.228327331542968750e+02,3.229258422851562500e+02,3.231446838378906250e+02,3.222457885742187500e+02,3.190928039550781250e+02,3.185281372070312500e+02,3.160031433105468750e+02,3.156739501953125000e+02,nan
3.230957031250000000e+02,3.230933227539062500e+02,3.230833740234375000e+02,3.230045166015625000e+02,3.223675231933593750e+02,3.212028808593750000e+02,3.226332397460937500e+02,3.229778137207031250e+02,3.204845581054687500e+02,nan
