9.075852632522583008e-01,9.491298198699951172e-01,1.012683391571044922e+00,1.068396449089050293e+00,nan,nan,nan,nan,nan,nan
9.712816476821899414e-01,1.005770921707153320e+00,1.026927709579467773e+00,1.072736263275146484e+00,nan,nan,nan,nan,nan,nan
9.397027492523193359e-01,9.529123902320861816e-01,9.526972770690917969e-01,1.031323194503784180e+00,nan,nan,nan,nan,nan,nan
9.616883993148803711e-01,9.525083303451538086e-01,9.518097639083862305e-01,9.659204483032226562e-01,9.728814959526062012e-01,nan,nan,nan,nan,nan
9.829185009002685547e-01,9.916582107543945312e-01,9.798684120178222656e-01,9.546783566474914551e-01,9.501555562019348145e-01,9.387916922569274902e-01,6.324074268341064453e-01,nan,nan,nan
9.747761487960815430e-01,9.622340798377990723e-01,9.603601098060607910e-01,9.789125323295593262e-01,9.620512723922729492e-01,9.540708065032958984e-01,9.854847192764282227e-01,nan,nan,nan
9.854201078414916992e-01,9.817792773246765137e-01,9.796656966209411621e-01,9.844639897346496582e-01,9.823825955390930176e-01,9.793161749839782715e-01,1.007795929908752441e+00,7.413367629051208496e-01,nan,nan
9.907069802284240723e-01,9.901015162467956543e-01,9.930298924446105957e-01,1.006073951721191406e+00,1.000439763069152832e+00,9.765780568122863770e-01,1.041475653648376465e+00,1.131315827369689941e+00,nan,nan
9.946627616882324219e-01,9.942343235015869141e-01,9.972285628318786621e-01,9.959822893142700195e-01,9.843993782997131348e-01,9.828384518623352051e-01,1.090228319168090820e+00,1.094164133071899414e+00,1.123569488525390625e+00,nan
9.987467527389526367e-01,9.972459077835083008e-01,1.000252366065979004e+00,1.000844359397888184e+00,9.967330694198608398e-01,1.019676089286804199e+00,1.111640691757202148e+00,1.023795843124389648e+00,1.013856887817382812e+00,nan
