2.646213531494140625e+00,2.746339082717895508e+00,2.859071254730224609e+00,1.927862286567687988e+00,nan,nan,nan,nan,nan,nan
2.786641120910644531e+00,2.869514465332031250e+00,2.893621683120727539e+00,2.922965049743652344e+00,nan,nan,nan,nan,nan,nan
2.737559795379638672e+00,2.766311168670654297e+00,2.745713472366333008e+00,2.913233041763305664e+00,nan,nan,nan,nan,nan,nan
2.795615196228027344e+00,2.768111228942871094e+00,2.754291057586669922e+00,2.787178516387939453e+00,2.787647724151611328e+00,nan,nan,nan,nan,nan
2.858532428741455078e+00,2.877000808715820312e+00,2.839240074157714844e+00,2.772418975830078125e+00,2.751114845275878906e+00,2.695698261260986328e+00,9.786232709884643555e-01,nan,nan,nan
2.848355531692504883e+00,2.814999580383300781e+00,2.808622121810913086e+00,2.856923103332519531e+00,2.802162647247314453e+00,2.756288290023803711e+00,2.786020278930664062e+00,nan,nan,nan
2.874579906463623047e+00,2.864174842834472656e+00,2.858381509780883789e+00,2.871613025665283203e+00,2.855034351348876953e+00,2.828371286392211914e+00,2.885955095291137695e+00,1.134965181350708008e+00,nan,nan
2.890280723571777344e+00,2.887636184692382812e+00,2.895926952362060547e+00,2.929702281951904297e+00,2.904468536376953125e+00,2.827622413635253906e+00,3.000636577606201172e+00,3.072844982147216797e+00,nan,nan
2.901413917541503906e+00,2.900322914123535156e+00,2.910258054733276367e+00,2.908121824264526367e+00,2.872271299362182617e+00,2.858091115951538086e+00,3.150502443313598633e+00,3.113471984863281250e+00,2.089639425277709961e+00,nan
2.911903142929077148e+00,2.909729719161987305e+00,2.920927047729492188e+00,2.923480272293090820e+00,2.909566402435302734e+00,2.971304893493652344e+00,3.220011472702026367e+00,2.960296630859375000e+00,2.929043292999267578e+00,nan
