4.170466423034667969e+00,4.158951759338378906e+00,4.130478382110595703e+00,4.610626697540283203e+00,nan,nan,nan,nan,nan,nan
4.200357437133789062e+00,4.175026416778564453e+00,4.129131317138671875e+00,4.289959430694580078e+00,nan,nan,nan,nan,nan,nan
4.141596317291259766e+00,4.146251201629638672e+00,4.135033130645751953e+00,4.223412036895751953e+00,nan,nan,nan,nan,nan,nan
4.139380931854248047e+00,4.181671619415283203e+00,4.179146289825439453e+00,4.168034553527832031e+00,4.173093795776367188e+00,nan,nan,nan,nan,nan
4.146046161651611328e+00,4.128685474395751953e+00,4.131297111511230469e+00,4.168138504028320312e+00,4.164560317993164062e+00,4.171766281127929688e+00,4.818525791168212891e+00,nan,nan,nan
4.211328983306884766e+00,4.204089641571044922e+00,4.175059795379638672e+00,4.152561664581298828e+00,4.171088218688964844e+00,4.175816059112548828e+00,4.206503391265869141e+00,nan,nan,nan
4.213408470153808594e+00,4.211429595947265625e+00,4.207731723785400391e+00,4.205834388732910156e+00,4.198278903961181641e+00,4.194975852966308594e+00,4.191910266876220703e+00,4.818943500518798828e+00,nan,nan
4.216494560241699219e+00,4.216923236846923828e+00,4.206684589385986328e+00,4.188519477844238281e+00,4.178975582122802734e+00,4.185230255126953125e+00,4.180736064910888672e+00,4.267741680145263672e+00,nan,nan
4.220613956451416016e+00,4.218818664550781250e+00,4.218317985534667969e+00,4.216387271881103516e+00,4.209741592407226562e+00,4.217694759368896484e+00,4.188724040985107422e+00,4.151514053344726562e+00,4.482888698577880859e+00,nan
4.226940155029296875e+00,4.224217891693115234e+00,4.221275806427001953e+00,4.218090534210205078e+00,4.209434032440185547e+00,4.193726062774658203e+00,4.162904739379882812e+00,4.135393619537353516e+00,4.141711711883544922e+00,nan
