5.406044483184814453e+00,5.520074367523193359e+00,5.724320411682128906e+00,6.665565490722656250e+00,nan,nan,nan,nan,nan,nan
5.493162631988525391e+00,5.545222282409667969e+00,5.603568553924560547e+00,6.036566734313964844e+00,nan,nan,nan,nan,nan,nan
5.360204219818115234e+00,5.402267932891845703e+00,5.423897743225097656e+00,5.800211906433105469e+00,nan,nan,nan,nan,nan,nan
5.363367080688476562e+00,5.404162406921386719e+00,5.410391330718994141e+00,5.458018302917480469e+00,5.590451717376708984e+00,nan,nan,nan,nan,nan
5.367963314056396484e+00,5.368192195892333984e+00,5.366734504699707031e+00,5.390032291412353516e+00,5.430798530578613281e+00,5.535651206970214844e+00,7.051049232482910156e+00,nan,nan,nan
5.455726146697998047e+00,5.412578105926513672e+00,5.354203701019287109e+00,5.372200012207031250e+00,5.401505947113037109e+00,5.465928554534912109e+00,5.775660991668701172e+00,nan,nan,nan
5.453431606292724609e+00,5.435387134552001953e+00,5.417063713073730469e+00,5.418030261993408203e+00,5.416893005371093750e+00,5.446273803710937500e+00,5.623851299285888672e+00,7.115913867950439453e+00,nan,nan
5.448090076446533203e+00,5.444288730621337891e+00,5.408498764038085938e+00,5.389768123626708984e+00,5.380897998809814453e+00,5.363617897033691406e+00,5.551430702209472656e+00,5.980058193206787109e+00,nan,nan
5.443419933319091797e+00,5.431045055389404297e+00,5.427444934844970703e+00,5.416831493377685547e+00,5.386409282684326172e+00,5.367379188537597656e+00,5.560971260070800781e+00,5.602490901947021484e+00,6.341293811798095703e+00,nan
5.448252201080322266e+00,5.431001663208007812e+00,5.418330192565917969e+00,5.407269954681396484e+00,5.381265163421630859e+00,5.385098457336425781e+00,5.498199462890625000e+00,5.383800983428955078e+00,5.488756656646728516e+00,nan
